id,nombre_completo,edad,provincia,nivel_educativo,horas_estudio_semana,asistencia_%,internet_en_casa,nivel_socioeconomico,promedio_final
8471,Florentina Cardona Ripoll,23,Chimborazo,Bachillerato,36,50.8,False,Medio,5.22
8472,María Tello Prat,23,Pichincha,Secundaria,7,78.8,False,Alto,4.42
8473,Amarilis Jiménez Barceló,15,Pichincha,Bachillerato,37,84.4,False,Bajo,6.61
8474,María Manuela Rivera Pinilla,24,Esmeraldas,Bachillerato,16,90.6,False,Bajo,6.36
8475,Roque Sánchez Rosell,23,Manabi,Secundaria,7,61.3,True,Alto,3.44
8476,Isidro Juliá Sanchez,16,Guayas,Bachillerato,29,87.6,False,Medio,5.25
8477,Jordán Ortega Iniesta,24,Manabi,Bachillerato,6,68.8,True,Bajo,3.33
8478,Esmeralda de Canales,16,Pichincha,Secundaria,36,57.2,True,Bajo,4.65
8479,Cloe Clemente Quero,15,Esmeraldas,Secundaria,22,50.4,False,Alto,4.35
8480,Mercedes Vázquez Álvaro,17,Guayas,Secundaria,9,61.7,False,Bajo,3.08
8481,Emperatriz Cánovas Cerezo,21,Loja,Bachillerato,7,74.6,False,Alto,3.91
8482,Blanca de Goñi,24,Guayas,Bachillerato,0,64.3,False,Alto,2.58
8483,Bartolomé Valderrama Galvez,18,Loja,Bachillerato,21,54.2,False,Bajo,3.96
8484,Horacio Toribio Ibáñez Frías,24,Manabi,Bachillerato,26,62.3,True,Bajo,4.76
8485,Rodolfo de Exposito,25,Pichincha,Secundaria,2,83.6,False,Alto,3.47
8486,Joel de Bartolomé,25,Chimborazo,Bachillerato,22,76.5,True,Medio,5.82
8487,Chema Manu Llopis Nicolau,22,Manabi,Secundaria,40,74.9,False,Alto,6.16
8488,Lidia Solsona Solís,23,Manabi,Bachillerato,16,54.2,True,Medio,3.93
8489,Nereida Navarrete Gutierrez,20,Guayas,Secundaria,16,89.9,True,Bajo,5.78
8490,Esperanza Barón-Abascal,22,Pichincha,Bachillerato,1,77.7,True,Bajo,4.11
8491,África Arranz Narváez,15,Manabi,Bachillerato,0,90.0,False,Bajo,4.97
8492,María Del Carmen Torrents Sebastián,19,Manabi,Secundaria,1,98.1,False,Bajo,4.82
8493,Irene Azeneth Sanabria Flor,15,Chimborazo,Secundaria,26,68.7,True,Bajo,5.65
8494,Cesar Sevillano,16,Guayas,Bachillerato,38,74.4,False,Medio,6.69
8495,Félix Llorens,18,Esmeraldas,Bachillerato,9,73.3,False,Bajo,4.62
8496,Cosme Moraleda,21,Chimborazo,Bachillerato,1,64.5,True,Bajo,3.75
8497,Clara Elías Cózar,23,Guayas,Bachillerato,16,87.2,False,Medio,5.33
8498,Artemio de Márquez,23,Tungurahua,Bachillerato,36,76.3,True,Alto,4.99
8499,Nazaret Samper Alegre,17,Guayas,Bachillerato,29,83.6,True,Bajo,5.46
8500,Felisa Morera Trillo,22,Guayas,Secundaria,31,65.8,False,Alto,5.16
8501,Georgina Montalbán Cárdenas,24,Tungurahua,Secundaria,39,69.3,True,Bajo,5.57
8502,Eufemia Rosselló Caballero,24,Chimborazo,Secundaria,32,94.8,False,Alto,7.0
8503,Moisés Barco Armas,18,Tungurahua,Bachillerato,2,83.8,True,Medio,5.15
8504,Carlito Santamaría-Serrano,16,Manabi,Bachillerato,37,51.0,False,Alto,4.2
8505,Apolinar Berrocal Vilalta,23,Tungurahua,Secundaria,30,96.4,False,Bajo,6.15
8506,Noa Tomas,24,Manabi,Secundaria,19,76.5,False,Alto,4.72
8507,Regina Barbero Valentín,24,Pichincha,Bachillerato,19,67.9,True,Alto,4.86
8508,Cirino Quiroga Peñalver,18,Chimborazo,Bachillerato,4,79.5,True,Alto,4.54
8509,Ciriaco Calisto Almagro Alba,21,Guayas,Secundaria,22,50.3,True,Alto,3.89
8510,Adelaida Nereida Ayuso Montoya,17,Tungurahua,Secundaria,29,64.4,True,Alto,4.19
8511,Juan Carlos de Pujol,15,Esmeraldas,Secundaria,6,95.9,False,Bajo,4.87
8512,Nydia Carrión Gaya,23,Chimborazo,Bachillerato,30,53.8,True,Medio,4.54
8513,Joan Álvarez Cabanillas,18,Chimborazo,Secundaria,20,86.7,False,Alto,5.09
8514,Javi Toro Pombo,16,Esmeraldas,Secundaria,26,91.1,False,Bajo,5.45
8515,Hilario Suárez Mendez,19,Manabi,Bachillerato,27,56.6,True,Medio,4.92
8516,Lucas Bolaños Higueras,22,Manabi,Bachillerato,2,95.6,False,Alto,4.78
8517,Amaro del Feliu,15,Chimborazo,Secundaria,5,55.1,True,Medio,3.6
8518,César Tejedor-Barceló,15,Esmeraldas,Bachillerato,6,98.9,True,Bajo,5.66
8519,Ambrosio Mariano Carnero Salazar,25,Loja,Bachillerato,13,58.7,True,Alto,3.54
8520,Amor Andrade,20,Chimborazo,Bachillerato,29,62.2,True,Medio,5.12
8521,Angelino Alcaraz Aguirre,25,Esmeraldas,Bachillerato,24,76.7,False,Alto,4.29
8522,Aurora Pereira Hervás,16,Esmeraldas,Bachillerato,20,70.1,False,Bajo,4.77
8523,Débora Polo,22,Esmeraldas,Bachillerato,34,61.1,True,Alto,6.13
8524,Reinaldo Vicens Lledó,20,Guayas,Secundaria,24,82.4,False,Bajo,5.4
8525,Cándido Villalba Monreal,21,Loja,Bachillerato,19,53.7,False,Bajo,3.5
8526,Lidia del Rivas,25,Manabi,Bachillerato,22,58.4,False,Medio,5.12
8527,Telmo Velázquez Gonzalez,19,Guayas,Bachillerato,12,86.4,True,Alto,5.06
8528,Casandra Quero Marqués,21,Tungurahua,Bachillerato,18,83.0,False,Medio,5.02
8529,Eva María Escobar Vilalta,25,Pichincha,Bachillerato,19,52.7,True,Alto,3.96
8530,Urbano Dávila,23,Chimborazo,Bachillerato,33,71.1,True,Medio,5.19
8531,Severo Ricardo Redondo Elías,18,Tungurahua,Bachillerato,38,90.6,False,Bajo,6.84
8532,Ernesto Valentín Martin Lastra,19,Loja,Bachillerato,25,51.7,False,Medio,4.26
8533,Gabriel Ramos,21,Chimborazo,Bachillerato,12,76.7,True,Medio,3.9
8534,Georgina de Núñez,24,Pichincha,Secundaria,25,98.5,True,Bajo,6.37
8535,Estela Rodriguez Caballero,22,Manabi,Secundaria,13,56.4,True,Medio,3.76
8536,Flavio Olivé,17,Chimborazo,Secundaria,39,83.9,True,Alto,5.58
8537,Coral Coca,18,Esmeraldas,Secundaria,4,54.3,True,Bajo,3.5
8538,Hernán Guillén Agustín,21,Esmeraldas,Bachillerato,34,96.5,False,Medio,6.03
8539,Martin Toro Reina,24,Pichincha,Bachillerato,13,74.8,False,Medio,5.16
8540,Isaura Emma Manjón Roselló,15,Tungurahua,Secundaria,31,89.0,True,Medio,5.46
8541,Perla Figueroa Elías,23,Tungurahua,Bachillerato,19,84.8,True,Alto,4.81
8542,Aarón Emiliano Cuevas Suárez,20,Chimborazo,Secundaria,27,53.0,False,Alto,4.78
8543,Juan Manuel Llamas Alarcón,20,Guayas,Bachillerato,10,61.9,True,Alto,3.83
8544,Lupe Ileana Alberdi Salcedo,20,Tungurahua,Secundaria,20,56.4,False,Medio,4.72
8545,Olalla Losa-Goicoechea,24,Chimborazo,Secundaria,10,86.7,False,Alto,4.72
8546,Cristina Galán Arranz,20,Tungurahua,Bachillerato,5,94.2,True,Medio,4.94
8547,Maura Iris Barón Peinado,23,Tungurahua,Secundaria,30,93.1,False,Alto,5.62
8548,Prudencio Capdevila Ripoll,17,Pichincha,Bachillerato,31,86.1,True,Medio,6.8
8549,Adrián Miguel-Alemany,18,Manabi,Secundaria,13,66.3,False,Alto,5.49
8550,Beatriz Criado Cabrero,17,Esmeraldas,Bachillerato,38,74.3,False,Medio,5.47
8551,Josué Riquelme Barros,15,Esmeraldas,Bachillerato,3,76.7,True,Bajo,3.51
8552,Pastora Puente,19,Pichincha,Bachillerato,13,56.9,True,Medio,3.5
8553,Paz España Villar,23,Esmeraldas,Secundaria,9,71.9,False,Bajo,5.22
8554,Roldán Sans Gimenez,25,Pichincha,Bachillerato,37,88.3,True,Medio,6.64
8555,Máximo Simó Barral,25,Guayas,Bachillerato,26,76.1,False,Bajo,5.39
8556,Hermenegildo de Tamarit,20,Tungurahua,Bachillerato,31,86.5,True,Alto,6.01
8557,Bibiana Corona Oliva Lucas,23,Tungurahua,Bachillerato,35,52.9,True,Bajo,4.49
8558,Timoteo Solano Montaña,24,Chimborazo,Secundaria,16,72.1,True,Alto,4.15
8559,Victoria Fabra Maldonado,18,Tungurahua,Bachillerato,4,93.1,False,Alto,4.45
8560,Maricruz Lasa Elías,20,Chimborazo,Bachillerato,37,51.5,False,Medio,4.39
8561,Seve Mendizábal Alcaraz,23,Chimborazo,Bachillerato,13,64.0,True,Alto,4.37
8562,Feliciano de Oliveras,16,Loja,Bachillerato,4,59.5,False,Alto,3.48
8563,Dorotea Pinilla Hoyos,20,Pichincha,Bachillerato,18,89.9,False,Medio,5.19
8564,Alma Evita Casal Paz,22,Tungurahua,Bachillerato,40,76.1,False,Alto,5.37
8565,Renato Nadal Acedo,25,Loja,Bachillerato,12,68.5,False,Bajo,4.84
8566,Socorro Puerta-Santamaría,17,Tungurahua,Secundaria,34,60.2,True,Alto,5.83
8567,Asunción Solana-Pedro,20,Chimborazo,Bachillerato,15,71.3,False,Medio,4.54
8568,Luis Miguel Garcia Frías,15,Tungurahua,Secundaria,24,76.3,False,Bajo,5.01
8569,Lucho Nevado Pera,25,Pichincha,Secundaria,17,61.1,True,Medio,4.42
8570,Victoriano Cepeda Barrios,20,Tungurahua,Secundaria,38,55.9,True,Alto,4.92
8571,Aarón Baena Morata,18,Pichincha,Secundaria,38,62.3,True,Bajo,4.61
8572,Iker Llopis Bermejo,16,Loja,Bachillerato,5,78.6,True,Bajo,3.33
8573,Timoteo del Luz,17,Manabi,Secundaria,30,81.8,False,Bajo,5.93
8574,Ángel Aguado Marín,20,Esmeraldas,Secundaria,32,83.0,True,Bajo,6.15
8575,Octavio Celestino Alemany Cuadrado,21,Chimborazo,Secundaria,31,98.2,True,Bajo,5.82
8576,Aránzazu de Calderón,21,Pichincha,Secundaria,12,66.9,False,Medio,4.99
8577,Marino Mariano Alonso Santamaría,24,Pichincha,Secundaria,24,96.7,False,Bajo,6.13
8578,Zaira Requena Tello,15,Tungurahua,Bachillerato,24,56.4,True,Medio,4.07
8579,Noelia Judith Abad Ruano,15,Loja,Bachillerato,27,54.6,False,Bajo,5.46
8580,Ciro Alcalde Pablo,22,Manabi,Bachillerato,38,53.2,True,Alto,5.12
8581,Sancho Pelayo,23,Loja,Secundaria,11,95.7,True,Bajo,5.37
8582,Carmen Ferrándiz-Larrea,24,Chimborazo,Bachillerato,3,57.6,False,Bajo,3.71
8583,Carmelita Toledo Castilla,15,Chimborazo,Secundaria,31,93.1,False,Alto,6.02
8584,Candelas Avilés Carbonell,19,Chimborazo,Bachillerato,37,96.4,True,Medio,6.8
8585,Cirino Roman Gaya,25,Loja,Bachillerato,1,94.1,True,Alto,4.3
8586,Blas Marqués-Diaz,25,Esmeraldas,Secundaria,39,55.6,False,Alto,5.56
8587,Nico de Serrano,18,Loja,Bachillerato,19,63.8,True,Medio,4.85
8588,Adolfo Cadenas Aramburu,24,Chimborazo,Bachillerato,19,84.3,True,Medio,5.47
8589,Paca Ocaña-Nevado,21,Pichincha,Bachillerato,22,51.8,True,Bajo,4.64
8590,Reyes Arévalo Saldaña,23,Tungurahua,Bachillerato,40,64.8,False,Bajo,4.85
8591,Javier Merino Piñol,21,Loja,Secundaria,7,85.2,True,Medio,4.91
8592,Abigaíl Ortuño Izquierdo,19,Tungurahua,Secundaria,18,67.4,True,Medio,4.49
8593,Azucena Morell Garay,19,Esmeraldas,Bachillerato,29,99.5,True,Medio,6.3
8594,Epifanio Perez Reig,17,Guayas,Secundaria,39,57.9,True,Medio,5.05
8595,Rubén Marcelo Nuñez Echeverría,24,Tungurahua,Bachillerato,1,82.2,True,Alto,4.18
8596,María Manuela Perelló Lamas,21,Chimborazo,Bachillerato,30,96.9,True,Medio,6.37
8597,Poncio Castells,19,Loja,Secundaria,6,96.7,True,Medio,4.75
8598,Paloma del Bellido,16,Guayas,Secundaria,19,93.1,True,Medio,5.03
8599,Severiano Carreras Lluch,19,Esmeraldas,Secundaria,14,86.3,True,Alto,4.1
8600,Primitiva Atienza-Reyes,18,Loja,Bachillerato,39,69.0,True,Alto,5.64
8601,Juan Manuel Nicodemo Agustí Flores,23,Chimborazo,Secundaria,25,64.5,True,Alto,4.04
8602,Calixta Puga Chaves,23,Tungurahua,Bachillerato,22,67.5,False,Medio,4.47
8603,Yolanda Inés Alcalá Carreño,15,Tungurahua,Secundaria,22,57.9,True,Medio,4.45
8604,Modesta Palomares Cerro,25,Manabi,Secundaria,10,84.7,True,Alto,5.07
8605,Alexandra Adelaida Prieto Porta,22,Esmeraldas,Bachillerato,3,92.5,True,Alto,5.02
8606,Fanny Echeverría Fuertes,19,Pichincha,Bachillerato,1,96.5,True,Medio,4.88
8607,Concepción Ribas Giner,22,Chimborazo,Secundaria,38,62.4,True,Alto,5.13
8608,Apolinar Pomares Juan,20,Manabi,Bachillerato,33,84.6,False,Alto,5.71
8609,Cipriano Muñoz Colom,18,Tungurahua,Bachillerato,25,75.9,False,Medio,4.91
8610,Emilio Nacho Merino Guardia,23,Manabi,Bachillerato,19,70.2,False,Medio,4.96
8611,Olimpia Prat Novoa,17,Guayas,Secundaria,23,76.3,False,Bajo,5.94
8612,Maximiano Suárez Álamo,17,Esmeraldas,Bachillerato,34,87.8,True,Bajo,7.06
8613,Agustín Tolosa Alcalde,16,Tungurahua,Bachillerato,23,86.2,False,Alto,6.1
8614,Carlito del Olmo,17,Esmeraldas,Secundaria,35,97.6,True,Bajo,6.54
8615,Máximo Díaz Montserrat,19,Manabi,Bachillerato,35,85.7,True,Alto,5.87
8616,Lara de Valera,22,Guayas,Bachillerato,21,81.5,True,Alto,5.99
8617,Isabel Nazaret Company Ledesma,21,Loja,Bachillerato,14,79.4,True,Bajo,4.76
8618,Vera Casas Enríquez,18,Esmeraldas,Bachillerato,29,66.9,False,Medio,4.8
8619,Dalila Ramos Redondo,25,Chimborazo,Secundaria,33,85.4,True,Bajo,5.86
8620,Erasmo Domínguez Real,17,Tungurahua,Secundaria,24,63.4,False,Medio,4.42
8621,Guiomar Bermúdez Escamilla,24,Loja,Secundaria,32,89.1,False,Medio,6.14
8622,Amaro Victoriano Collado Olivares,25,Guayas,Bachillerato,13,82.8,True,Bajo,4.14
8623,Oriana Ramis Aguiló,24,Manabi,Bachillerato,24,59.4,False,Alto,5.01
8624,Rómulo de Sánchez,22,Tungurahua,Bachillerato,6,63.6,False,Medio,4.03
8625,Jordán Germán Franco Asensio,15,Tungurahua,Bachillerato,4,63.2,True,Alto,3.38
8626,Carmelita Conesa,20,Guayas,Secundaria,10,57.9,True,Bajo,3.44
8627,Abigaíl Piñeiro-Aramburu,22,Chimborazo,Bachillerato,35,97.4,False,Medio,6.24
8628,Curro Garrido Nogués,24,Manabi,Secundaria,38,86.1,False,Bajo,6.31
8629,Ana Octavia Baquero Huertas,24,Tungurahua,Secundaria,23,68.4,False,Alto,4.92
8630,Nicodemo Bautista Estevez,21,Esmeraldas,Secundaria,25,89.5,False,Alto,6.23
8631,Godofredo Cases,15,Pichincha,Secundaria,21,51.5,True,Bajo,4.23
8632,Marcio Gascón Domínguez,22,Pichincha,Bachillerato,18,81.7,False,Medio,4.6
8633,Nacho Sans-Adadia,25,Pichincha,Secundaria,6,65.8,False,Alto,4.39
8634,Guiomar Montserrat Rojas,16,Loja,Bachillerato,8,86.7,True,Medio,4.27
8635,Silvia Ramis Valcárcel,17,Loja,Secundaria,21,85.6,True,Medio,4.87
8636,Jerónimo del Feijoo,21,Loja,Secundaria,14,78.7,True,Alto,4.54
8637,Matías Rocamora Almagro,24,Loja,Bachillerato,27,80.0,True,Medio,5.78
8638,Sofía Imelda Uría Pavón,18,Pichincha,Secundaria,5,69.1,False,Alto,3.37
8639,Lucas Cañete Botella,23,Esmeraldas,Bachillerato,7,73.6,True,Alto,4.0
8640,José Polo Torrent,21,Manabi,Bachillerato,38,52.6,True,Alto,4.57
8641,Rosario Heras Sánchez,25,Pichincha,Bachillerato,6,94.3,True,Medio,4.39
8642,Jose Angel España Bayón,19,Pichincha,Bachillerato,19,89.1,False,Medio,5.14
8643,Ciriaco Pellicer Palomares,25,Esmeraldas,Secundaria,3,96.1,False,Bajo,4.36
8644,Eleuterio Comas-Prado,15,Tungurahua,Bachillerato,17,86.8,True,Bajo,5.39
8645,Alonso de Somoza,25,Tungurahua,Bachillerato,9,92.5,False,Alto,4.77
8646,Luciana Correa-Águila,15,Guayas,Bachillerato,15,91.9,False,Bajo,5.17
8647,Graciana Aguilar Barbero,16,Manabi,Secundaria,29,99.3,False,Medio,6.76
8648,Cipriano Campoy Ferreras,25,Pichincha,Secundaria,17,56.0,False,Medio,4.02
8649,Pastor Urrutia Llamas,15,Pichincha,Bachillerato,33,68.3,False,Bajo,5.59
8650,María José Jáuregui Marcos,17,Pichincha,Bachillerato,5,97.9,False,Alto,4.96
8651,César Salmerón Somoza,18,Guayas,Bachillerato,20,55.1,False,Alto,3.3
8652,Isabel Medina,20,Pichincha,Secundaria,19,75.9,False,Medio,5.86
8653,Silvia Ropero Iriarte,18,Esmeraldas,Secundaria,39,58.8,True,Alto,4.68
8654,Balduino Sanjuan Valenciano,15,Pichincha,Secundaria,25,97.3,True,Bajo,6.33
8655,Alicia Pomares Meléndez,18,Tungurahua,Bachillerato,39,90.5,True,Alto,6.93
8656,María Dolores Echevarría Serrano,18,Pichincha,Bachillerato,35,51.7,True,Alto,4.43
8657,Raimundo Gargallo Balaguer,19,Chimborazo,Secundaria,3,66.4,False,Alto,3.44
8658,Violeta Castell-Solé,25,Loja,Secundaria,33,84.9,True,Medio,5.8
8659,Fabián Alvarez Gibert,18,Chimborazo,Bachillerato,25,50.2,False,Alto,2.9
8660,Victoriano Camino Haro,17,Pichincha,Bachillerato,36,99.8,True,Alto,6.61
8661,Claudia del Gomez,21,Guayas,Bachillerato,32,78.9,False,Medio,5.18
8662,Cipriano Gomila Porras,23,Esmeraldas,Secundaria,11,99.1,False,Medio,4.6
8663,Carmela Nogueira Aguilar,23,Chimborazo,Bachillerato,22,90.7,False,Alto,5.3
8664,Jose Luis Alfredo Rios Bayona,22,Manabi,Bachillerato,27,74.4,False,Bajo,5.36
8665,Mónica del Bernat,16,Loja,Secundaria,4,65.7,True,Bajo,3.85
8666,Desiderio Escribano Jordán,24,Loja,Bachillerato,40,61.3,False,Medio,5.84
8667,Rita Planas Varela,23,Tungurahua,Secundaria,32,89.4,False,Medio,6.01
8668,Brígida Rovira Bermejo,15,Guayas,Secundaria,7,87.8,True,Medio,5.43
8669,Sigfrido Bernardo Nieto Tomás,15,Esmeraldas,Bachillerato,8,57.2,True,Medio,3.52
8670,América Arévalo Falcón,22,Chimborazo,Bachillerato,24,87.0,True,Bajo,5.13
8671,África Teodora Calleja Azorin,15,Guayas,Secundaria,40,96.6,True,Alto,6.71
8672,Eloísa de Daza,23,Guayas,Bachillerato,28,94.3,False,Alto,6.67
8673,Gerardo Osuna,18,Manabi,Secundaria,18,91.0,False,Bajo,4.94
8674,Vicenta Company Macias,22,Esmeraldas,Bachillerato,10,67.9,False,Alto,4.14
8675,Onofre Ballester Peiró,24,Guayas,Bachillerato,17,75.9,False,Bajo,4.12
8676,Sergio de Gómez,16,Manabi,Bachillerato,35,63.9,True,Bajo,5.49
8677,Maximiano Izaguirre,24,Chimborazo,Bachillerato,32,67.7,True,Medio,5.75
8678,Adán Burgos Montserrat,16,Esmeraldas,Secundaria,14,59.6,True,Bajo,4.97
8679,Cayetana Hidalgo Porcel,18,Tungurahua,Secundaria,17,91.5,False,Alto,5.11
8680,Nieves Eulalia Piñol Herranz,18,Guayas,Secundaria,0,58.3,False,Medio,2.86
8681,Esteban Cruz Soto,15,Chimborazo,Secundaria,38,86.8,False,Alto,6.36
8682,Rodolfo Suarez,23,Guayas,Bachillerato,26,77.3,False,Bajo,5.34
8683,Eutropio Olmo Velasco,25,Loja,Bachillerato,15,83.5,True,Alto,5.3
8684,César Jover Prat,18,Esmeraldas,Secundaria,39,75.4,False,Medio,5.02
8685,Javiera Izquierdo Calderón,23,Esmeraldas,Bachillerato,32,70.1,True,Bajo,4.86
8686,Gabino Esteban,21,Guayas,Bachillerato,30,79.2,False,Alto,5.45
8687,Beatriz Cobo-Núñez,19,Chimborazo,Secundaria,6,53.5,False,Bajo,3.62
8688,Máxima Morante-Casal,15,Esmeraldas,Secundaria,25,80.4,False,Bajo,5.7
8689,Luisa Múgica Cepeda,23,Loja,Bachillerato,14,70.3,False,Alto,4.33
8690,Anastasia Huertas Juan,21,Tungurahua,Secundaria,4,99.6,False,Medio,5.25
8691,Rosalinda Arregui Lucena,16,Esmeraldas,Secundaria,29,85.5,True,Bajo,5.42
8692,Samu Urrutia Cadenas,22,Esmeraldas,Secundaria,22,73.5,True,Alto,4.94
8693,Cintia Fajardo-Pinedo,22,Loja,Bachillerato,37,82.9,False,Medio,5.65
8694,Guadalupe Olivé Moll,15,Loja,Bachillerato,30,93.2,False,Alto,6.11
8695,Marcela Jódar,24,Loja,Bachillerato,8,87.8,True,Alto,5.42
8696,Francisco Jose Gutiérrez Ibáñez,22,Chimborazo,Secundaria,40,77.0,True,Bajo,5.57
8697,Ambrosio Rincón Alcázar,20,Manabi,Secundaria,39,99.3,False,Alto,7.66
8698,Juan Manuel de Valls,21,Pichincha,Bachillerato,18,85.6,False,Bajo,4.81
8699,Natalio Araujo,22,Chimborazo,Secundaria,39,93.3,True,Alto,6.66
8700,Trinidad Mercader Andrade,20,Chimborazo,Bachillerato,10,91.0,True,Medio,6.0
8701,Raquel Cuevas Ferrández,18,Guayas,Secundaria,23,55.5,True,Medio,5.14
8702,Elías del Santana,21,Tungurahua,Secundaria,40,69.3,True,Bajo,6.69
8703,Jorge Barba Benet,19,Manabi,Secundaria,15,99.4,False,Alto,6.45
8704,Darío Tomas-Valbuena,23,Esmeraldas,Secundaria,5,85.8,False,Medio,4.39
8705,Blas de Otero,16,Guayas,Secundaria,14,79.4,False,Medio,4.95
8706,Eugenio Campillo-Márquez,17,Chimborazo,Bachillerato,8,65.6,False,Alto,3.75
8707,Vera Acevedo Hervás,25,Tungurahua,Secundaria,33,56.2,True,Bajo,4.64
8708,Mamen Elías Peral,15,Loja,Bachillerato,19,65.2,True,Bajo,5.06
8709,Maximiliano Gallart Vázquez,25,Manabi,Bachillerato,7,51.0,False,Bajo,3.18
8710,Custodia Evangelina Barranco Silva,24,Esmeraldas,Secundaria,36,82.0,False,Bajo,5.45
8711,Leandro Exposito Tur,16,Chimborazo,Secundaria,36,88.2,True,Medio,5.88
8712,Leocadio Infante Ayala,17,Manabi,Secundaria,30,54.6,False,Medio,4.5
8713,Epifanio Águila Benito,21,Loja,Bachillerato,31,57.7,False,Bajo,4.62
8714,Rita Ferrández,22,Guayas,Secundaria,0,92.0,False,Bajo,4.53
8715,Virgilio Arcos Pujol,15,Esmeraldas,Bachillerato,16,74.5,False,Alto,5.06
8716,Camila Palau Alvarez,19,Pichincha,Secundaria,33,50.7,True,Alto,5.32
8717,Clementina Salmerón Vélez,24,Manabi,Secundaria,27,85.3,True,Bajo,5.06
8718,Aitana Fuente-Milla,19,Manabi,Bachillerato,38,70.6,False,Bajo,6.44
8719,Candelario Carmona,24,Guayas,Secundaria,7,59.4,False,Medio,3.47
8720,Lucio Morcillo Diéguez,21,Loja,Bachillerato,24,99.1,True,Bajo,5.41
8721,Juan Luis Leiva-Gámez,20,Manabi,Secundaria,30,66.5,False,Medio,5.64
8722,María Cristina Arellano Gimenez,15,Chimborazo,Bachillerato,11,65.3,True,Medio,4.07
8723,Guiomar del Ros,24,Chimborazo,Bachillerato,31,52.2,False,Bajo,5.59
8724,Otilia Salcedo Dalmau,25,Chimborazo,Bachillerato,11,80.0,True,Bajo,4.24
8725,Maricela del Villalonga,17,Chimborazo,Bachillerato,34,60.5,False,Alto,4.64
8726,Tito Ricardo Dalmau Torrijos,25,Loja,Secundaria,13,65.3,False,Bajo,4.48
8727,Flavia López Maldonado,19,Pichincha,Secundaria,26,88.9,False,Bajo,5.58
8728,Baldomero Marin,19,Tungurahua,Bachillerato,34,73.4,True,Medio,5.22
8729,María Fernanda Lara,24,Esmeraldas,Bachillerato,0,78.0,True,Medio,4.3
8730,Roque Alemany,24,Chimborazo,Bachillerato,19,51.5,True,Bajo,4.21
8731,Primitiva Paz Corral,21,Guayas,Secundaria,4,74.2,True,Alto,2.93
8732,Elvira Falcó,20,Pichincha,Bachillerato,8,64.5,True,Alto,3.32
8733,Úrsula Valentín Catalá,24,Tungurahua,Secundaria,9,62.8,False,Medio,4.83
8734,Aránzazu Morell Botella,21,Loja,Secundaria,2,52.3,False,Alto,3.48
8735,Reina de Montesinos,23,Pichincha,Secundaria,4,62.4,False,Alto,4.1
8736,Tere Villa Royo,16,Manabi,Secundaria,7,63.4,False,Alto,3.53
8737,Reyes Peralta,23,Pichincha,Secundaria,34,91.2,True,Medio,6.28
8738,Ascensión Gilabert Gallardo,23,Guayas,Bachillerato,13,72.9,True,Bajo,4.57
8739,Marcela Armida Ramírez Blanco,24,Tungurahua,Secundaria,14,85.1,False,Bajo,4.54
8740,Mirta Bastida-Campos,25,Chimborazo,Secundaria,1,83.7,False,Alto,4.21
8741,Nadia García Ros,22,Tungurahua,Secundaria,9,55.9,True,Alto,3.3
8742,María Fernanda Sastre Bravo,16,Manabi,Bachillerato,1,73.7,True,Alto,3.67
8743,Valentina Carnero Gutierrez,22,Tungurahua,Bachillerato,39,86.2,True,Medio,6.77
8744,Reinaldo Vara Tirado,15,Manabi,Bachillerato,31,60.9,True,Medio,4.47
8745,Primitivo Donaire Campos,21,Chimborazo,Secundaria,38,55.4,False,Bajo,5.19
8746,Isabel Jordana Quirós Uriarte,16,Loja,Secundaria,36,50.5,False,Medio,4.38
8747,Tania América Gomila Zaragoza,20,Guayas,Bachillerato,4,80.1,False,Alto,4.59
8748,David Vinicio Priego Guerrero,21,Tungurahua,Secundaria,23,69.9,False,Alto,4.41
8749,Yolanda Marquez Blazquez,22,Guayas,Secundaria,16,81.3,True,Bajo,4.85
8750,Paula Crespo Almansa,17,Manabi,Bachillerato,21,95.1,False,Alto,6.9
8751,Yaiza Fortuny Arranz,16,Tungurahua,Bachillerato,19,91.6,False,Alto,5.36
8752,Mariano Vargas Arnau,25,Tungurahua,Secundaria,0,98.5,False,Alto,5.73
8753,Fabricio Julio César Peña Hervia,16,Pichincha,Secundaria,27,69.9,False,Medio,5.67
8754,Azucena Escolano Vicente,16,Chimborazo,Secundaria,25,96.0,False,Medio,5.91
8755,Damián Aguiló Caro,24,Manabi,Secundaria,40,98.1,False,Alto,7.06
8756,Juana Checa Trujillo,19,Chimborazo,Bachillerato,9,73.7,True,Bajo,3.98
8757,Lina Armas Cortes,25,Guayas,Secundaria,10,85.9,True,Bajo,4.22
8758,Telmo Carro Hernández,20,Tungurahua,Secundaria,30,76.6,True,Medio,5.89
8759,Mercedes Sanz Guardia,20,Manabi,Bachillerato,28,85.6,False,Bajo,6.41
8760,Ileana Araujo-Fajardo,16,Pichincha,Secundaria,22,51.6,False,Alto,4.24
8761,Anastasia Valenzuela Garcia,23,Loja,Secundaria,9,55.1,False,Alto,3.03
8762,Jenaro Cortés Garzón,22,Guayas,Secundaria,20,95.5,False,Bajo,5.28
8763,Cristian Báez Casas,19,Esmeraldas,Secundaria,35,62.0,True,Bajo,5.66
8764,Ximena Fortuny Uría,18,Guayas,Secundaria,17,51.6,True,Medio,3.98
8765,Noelia Dominguez Rosa,23,Pichincha,Bachillerato,31,96.9,True,Bajo,6.13
